2021-11-30 12:13:10.211296|nasılsın|Harikayım. Sen ?
2021-11-30 12:13:15.604173|bende iyi|Ne demek istediğini anlayamadım &#129300;Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-11-30 12:13:22.960248|bende iyiyim|Umarım herşey yolundadır &#128512;
2021-12-02 12:36:49.960559|test|Üzgünüm anlayamadım &#129300; Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-12-02 12:36:56.203263|test|Ne demek istediğini anlayamadım &#129300;Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-12-02 12:37:17.172992|test|Üzgünüm anlayamadım &#129300; Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-12-02 12:37:30.291035|Modern fizik|Modern fizik, günlük yaşamımızda haşır neşir olduğumuz cisimlerin gözle görülemeyecek kadar küçük parçalarıyla (atomik boyutlarla 10−9 m civarı) ya da günlük hızların binlerce kat fazlasıyla (ışık hızına yakın hızlarla 108 ms civarı) uğraşır.Başlıca konuları görelilik, kara cisim ışıması, fotoelektrik etki, atom modelleri, Compton olayı, Stern-Gerlach deneyi, dalga-parçacık ikiliği sayılabilir.
2021-12-02 12:37:48.672222|test|Ne demek istediğini anlayamadım &#129300;Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-12-02 12:38:24.316013|test|Ne demek istediğini anlayamadım &#129300;Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-12-02 12:38:24.600979|test|Ne demek istediğini anlayamadım &#129300;Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-12-02 12:38:26.082521|test|Üzgünüm anlayamadım &#129300; Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-12-02 12:38:50.084722|Merhaba|Merhaba ! Benimle konuştuğun için sevindim &#128512;
2021-12-02 12:38:50.601050|test|Ne demek istediğini anlayamadım &#129300;Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-12-02 12:38:52.764401|test|Ne demek istediğini anlayamadım &#129300;Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-12-02 12:38:54.718779|Merhaba|Merhaba
2021-12-02 12:38:57.004053|Einstein|1921 yılında ‘Kuramsal fiziğe verdiği hizmetler ve özellikle fotoelektrik etkiyi buluşu için’ kendisine Nobel Fizik Ödülü verilmiştir.
2021-12-02 12:38:58.241847|Einstein kimdir|Einstein deyince aklıma hep E=mc2 formülü gelir.
2021-12-02 12:39:00.418648|Einstein kimdir|Kuramsal fiziğe verdiği hizmetler ve özellikle fotoelektrik etkiyi buluşu için  1921 yılında Nobel Fizik Ödülü alan ünlü fizikçi.
2021-12-02 12:39:10.334462|test|Üzgünüm anlayamadım &#129300; Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-12-02 12:39:12.281815|Fizik|Klasik fizik ile tanımlanamayan olayları açıklamak üzere ortaya atılmış teorilerin tümüne modern fizik adı verilir. Atom ve atom altı parçacıklardan oluşan mikro evrendeki parçacıkların ve ışık hızına yakın hızlarda hareket eden cisimlerin hareket ve davranışlarını açıklamaya çalışır.
2021-12-02 12:39:12.677519|Modern fizik nedir|Modern fizik, günlük yaşamımızda haşır neşir olduğumuz cisimlerin gözle görülemeyecek kadar küçük parçalarıyla (atomik boyutlarla 10−9 m civarı) ya da günlük hızların binlerce kat fazlasıyla (ışık hızına yakın hızlarla 108 ms civarı) uğraşır.Başlıca konuları görelilik, kara cisim ışıması, fotoelektrik etki, atom modelleri, Compton olayı, Stern-Gerlach deneyi, dalga-parçacık ikiliği sayılabilir.
2021-12-02 12:39:19.124171|Merhaba|Merhaba ! Benimle konuştuğun için sevindim &#128512;
2021-12-02 12:39:25.540910|test|Üzgünüm anlayamadım &#129300; Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-12-02 12:39:29.218264|Eınsteın kimdir ?|Dünyada, en çok tanınan bilim insanlarından biri
2021-12-02 12:39:32.181846|Bende sevindim|Ne demek istediğini anlayamadım &#129300;Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-12-02 12:39:32.426383|Einstein kimdir|Einstein deyince aklıma hep E=mc2 formülü gelir.
2021-12-02 12:39:37.438875|Modern fizik nedir|Modern fizik, günlük yaşamımızda haşır neşir olduğumuz cisimlerin gözle görülemeyecek kadar küçük parçalarıyla (atomik boyutlarla 10−9 m civarı) ya da günlük hızların binlerce kat fazlasıyla (ışık hızına yakın hızlarla 108 ms civarı) uğraşır.Başlıca konuları görelilik, kara cisim ışıması, fotoelektrik etki, atom modelleri, Compton olayı, Stern-Gerlach deneyi, dalga-parçacık ikiliği sayılabilir.
2021-12-02 12:39:40.067706|Compton olayı nedir|Üzgünüm anlayamadım &#129300; Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
2021-12-02 12:39:40.168886|Modern fizik nedir|Modern fizik, günlük yaşamımızda haşır neşir olduğumuz cisimlerin gözle görülemeyecek kadar küçük parçalarıyla (atomik boyutlarla 10−9 m civarı) ya da günlük hızların binlerce kat fazlasıyla (ışık hızına yakın hızlarla 108 ms civarı) uğraşır.Başlıca konuları görelilik, kara cisim ışıması, fotoelektrik etki, atom modelleri, Compton olayı, Stern-Gerlach deneyi, dalga-parçacık ikiliği sayılabilir.
2021-12-02 12:39:40.577275|Rossi Hall deneyi|Ne demek istediğini anlayamadım &#129300;Aşağıdaki mesaj kutusuna 'yardım' yazarak benimle nasıl konuşacağını öğrenebilirsin
